ID,Region,Industry Sector,Industry Category,Gas,Units,Magnitude,Amount
3256,Otago,Manufacturing,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,141.67
3257,Otago,Manufacturing,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,143.33
3258,Otago,Manufacturing,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,151.95
3259,Otago,Manufacturing,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,150.44
3260,Otago,Manufacturing,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,128.61
3261,Otago,Manufacturing,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,144.59
3262,Otago,Manufacturing,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,157.51
3263,Otago,Manufacturing,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,163.23
3264,Otago,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,405.93
3265,Otago,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,391.24
3266,Otago,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,397.49
3267,Otago,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,396.06
3268,Otago,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,400.36
3269,Otago,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,394.59
3270,Otago,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,399.95
3271,Otago,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,411.52
3272,Otago,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,431.71
3273,Otago,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,422.2
3274,Otago,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,436.62
3275,Otago,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,419.47
3276,Otago,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,441.47
3277,Otago,"Government and defence, education and health care",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,60.36
3278,Otago,"Government and defence, education and health care",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,61.39
3279,Otago,"Government and defence, education and health care",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,57.47
3280,Otago,"Government and defence, education and health care",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,55.65
3281,Otago,"Government and defence, education and health care",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,53.11
3282,Otago,"Government and defence, education and health care",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,55.26
3283,Otago,"Government and defence, education and health care",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,55.47
3284,Otago,"Government and defence, education and health care",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,55.38
3285,Otago,"Government and defence, education and health care",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,58.04
3286,Otago,"Government and defence, education and health care",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,56.13
3287,Otago,"Government and defence, education and health care",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,56.23
3288,Otago,"Government and defence, education and health care",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,58.58
3289,Otago,"Government and defence, education and health care",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,59.43
3290,Otago,Goods-producing industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,434.33
3291,Otago,Goods-producing industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,433.64
3292,Otago,Goods-producing industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,412.6
3293,Otago,Goods-producing industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,362.24
3294,Otago,Goods-producing industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,334.91
3295,Otago,Goods-producing industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,335.51
3296,Otago,Goods-producing industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,359.72
3297,Otago,Goods-producing industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,358.01
3298,Otago,Goods-producing industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,372.6
3299,Otago,Goods-producing industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,357.83
3300,Otago,Goods-producing industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,402.72
3301,Otago,Goods-producing industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,448.16
3302,Otago,Goods-producing industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,428.43
3303,Otago,"Forestry and logging, fishing, and agricultural support services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,38.12
3304,Otago,"Forestry and logging, fishing, and agricultural support services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,38.78
3305,Otago,"Forestry and logging, fishing, and agricultural support services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,44.76
3306,Otago,"Forestry and logging, fishing, and agricultural support services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,44.17
3307,Otago,"Forestry and logging, fishing, and agricultural support services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,44.01
3308,Otago,"Forestry and logging, fishing, and agricultural support services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,44.27
3309,Otago,"Forestry and logging, fishing, and agricultural support services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,57.51
3310,Otago,"Forestry and logging, fishing, and agricultural support services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,42.21
3311,Otago,"Forestry and logging, fishing, and agricultural support services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,40.12
3312,Otago,"Forestry and logging, fishing, and agricultural support services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,44.02
3313,Otago,"Forestry and logging, fishing, and agricultural support services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,47.94
3314,Otago,"Forestry and logging, fishing, and agricultural support services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,50.11
3315,Otago,"Forestry and logging, fishing, and agricultural support services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,55.19
3316,Otago,"Electricity, gas, water, and waste services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,200.29
3317,Otago,"Electricity, gas, water, and waste services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,205.28
3318,Otago,"Electricity, gas, water, and waste services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,200.62
3319,Otago,"Electricity, gas, water, and waste services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,157.52
3320,Otago,"Electricity, gas, water, and waste services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,163.12
3321,Otago,"Electricity, gas, water, and waste services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,155.26
3322,Otago,"Electricity, gas, water, and waste services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,177.79
3323,Otago,"Electricity, gas, water, and waste services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,161.16
3324,Otago,"Electricity, gas, water, and waste services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,176.17
3325,Otago,"Electricity, gas, water, and waste services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,175.9
3326,Otago,"Electricity, gas, water, and waste services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,195.32
3327,Otago,"Electricity, gas, water, and waste services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,225.43
3328,Otago,"Electricity, gas, water, and waste services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,197.74
3329,Otago,Construction,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,39.45
3330,Otago,Construction,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,44.38
3331,Otago,Construction,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,48.38
3332,Otago,Construction,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,40.27
3333,Otago,Construction,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,37.29
3334,Otago,Construction,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,38.58
3335,Otago,Construction,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,38.61
3336,Otago,Construction,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,44.9
3337,Otago,Construction,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,45.98
3338,Otago,Construction,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,53.32
3339,Otago,Construction,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,62.81
3340,Otago,Construction,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,65.22
3341,Otago,Construction,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,67.46
3342,Otago,Agriculture,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,3589.34
3343,Otago,Agriculture,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,3422.28
3344,Otago,Agriculture,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,3471.17
3345,Otago,Agriculture,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,3466.35
3346,Otago,Agriculture,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,3608.64
3347,Otago,Agriculture,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,3785
3348,Otago,Agriculture,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,3822.66
3349,Otago,Agriculture,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,3956.98
3350,Otago,Agriculture,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,3900.83
3351,Otago,Agriculture,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,3549.01
3352,Otago,Agriculture,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,3543.16
3353,Otago,Agriculture,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,3780.75
3354,Otago,Agriculture,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,3897.83
3355,Otago,"Electricity, gas, water, and waste services","Water, sewerage, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,191.3
3356,Otago,"Electricity, gas, water, and waste services","Water, sewerage, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,196.53
3357,Otago,"Electricity, gas, water, and waste services","Water, sewerage, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,194.26
3358,Otago,"Electricity, gas, water, and waste services","Water, sewerage, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,151.83
3359,Otago,"Electricity, gas, water, and waste services","Water, sewerage, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,157.49
3360,Otago,"Electricity, gas, water, and waste services","Water, sewerage, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,149.36
3361,Otago,"Electricity, gas, water, and waste services","Water, sewerage, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,172.2
3362,Otago,"Electricity, gas, water, and waste services","Water, sewerage, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,154.71
3363,Otago,"Electricity, gas, water, and waste services","Water, sewerage, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,168.84
3364,Otago,"Electricity, gas, water, and waste services","Water, sewerage, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,168.58
3365,Otago,"Electricity, gas, water, and waste services","Water, sewerage, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,187.85
3366,Otago,"Electricity, gas, water, and waste services","Water, sewerage, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,218.22
3367,Otago,"Electricity, gas, water, and waste services","Water, sewerage, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,190.22
3368,Otago,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,356.25
3369,Otago,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,347.48
3370,Otago,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,342.83
3371,Otago,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,350.95
3372,Otago,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,350.88
3373,Otago,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,349.13
3374,Otago,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,356.86
3375,Otago,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,368.02
3376,Otago,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,385.65
3377,Otago,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,376.76
3378,Otago,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,390.5
3379,Otago,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,372.41
3380,Otago,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,394.69
3381,Southland,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,22.76
3382,Southland,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,18.01
3383,Southland,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,28.5
3384,Southland,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,20.9
3385,Southland,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,25.07
3386,Southland,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,20.37
3387,Southland,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,17.49
3388,Southland,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,17.59
3389,Southland,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,19.04
3390,Southland,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,17.91
3391,Southland,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,17.4
3392,Southland,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,18.28
3393,Southland,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,17.19
3394,Southland,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,6.43
3395,Southland,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,6.62
3396,Southland,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,6.52
3397,Southland,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,6.39
3398,Southland,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,6.65
3399,Southland,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,6.8
3400,Southland,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,6.84
3401,Southland,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,6.98
3402,Southland,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,7.17
3403,Southland,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,7.19
3404,Southland,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,7.1
3405,Southland,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,6.98
3406,Southland,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,6.88
3407,Southland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,31.38
3408,Southland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,32.72
3409,Southland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,32.16
3410,Southland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,31.05
3411,Southland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,29.97
3412,Southland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,27.69
3413,Southland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,29.43
3414,Southland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,27.5
3415,Southland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,27.95
3416,Southland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,29.04
3417,Southland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,31.89
3418,Southland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,36.01
3419,Southland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,35.46
3420,Southland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,11.71
3421,Southland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,11.55
3422,Southland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,9.12
3423,Southland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,8.57
3424,Southland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,8.54
3425,Southland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,8.74
3426,Southland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,10.54
3427,Southland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,12.27
3428,Southland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,9.71
3429,Southland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,10.42
3430,Southland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,10.78
3431,Southland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,10.27
3432,Southland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,10.71
3433,Southland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,43.92
3434,Southland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,45.16
3435,Southland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,43.43
3436,Southland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,47.74
3437,Southland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,49.41
3438,Southland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,50.02
3439,Southland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,52.85
3440,Southland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,51.87
3441,Southland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,57.09
3442,Southland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,51.05
3443,Southland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,49.97
3444,Southland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,52.65
3445,Southland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,52.6
3446,Southland,Wholesale and retail trade and accommodation and food services,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,15.92
3447,Southland,Wholesale and retail trade and accommodation and food services,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,16.5
3448,Southland,Wholesale and retail trade and accommodation and food services,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,16.39
3449,Southland,Wholesale and retail trade and accommodation and food services,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,17.06
3450,Southland,Wholesale and retail trade and accommodation and food services,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,17.68
3451,Southland,Wholesale and retail trade and accommodation and food services,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,16.95
3452,Southland,Wholesale and retail trade and accommodation and food services,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,17.57
3453,Southland,Wholesale and retail trade and accommodation and food services,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,17.63
3454,Southland,Wholesale and retail trade and accommodation and food services,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,16.75
3455,Southland,Wholesale and retail trade and accommodation and food services,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,16.98
3456,Southland,Wholesale and retail trade and accommodation and food services,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,18.11
3457,Southland,Wholesale and retail trade and accommodation and food services,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,18.12
3458,Southland,Wholesale and retail trade and accommodation and food services,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,17.74
3459,Southland,"Transport, postal, and warehousing",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,75.3
3460,Southland,"Transport, postal, and warehousing",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,77.88
3461,Southland,"Transport, postal, and warehousing",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,75.59
3462,Southland,"Transport, postal, and warehousing",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,78.79
3463,Southland,"Transport, postal, and warehousing",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,79.38
3464,Southland,"Transport, postal, and warehousing",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,77.71
3465,Southland,"Transport, postal, and warehousing",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,82.28
3466,Southland,"Transport, postal, and warehousing",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,79.36
3467,Southland,"Transport, postal, and warehousing",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,85.04
3468,Southland,"Transport, postal, and warehousing",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,80.09
3469,Southland,"Transport, postal, and warehousing",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,81.87
3470,Southland,"Transport, postal, and warehousing",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,88.66
3471,Southland,"Transport, postal, and warehousing",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,88.06
3472,Southland,Total all industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,5536.97
3473,Southland,Total all industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,5321.52
3474,Southland,Total all industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,5466.88
3475,Southland,Total all industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,5663.06
3476,Southland,Total all industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,5604.29
3477,Southland,Total all industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,5916.68
3478,Southland,Total all industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,5750.46
3479,Southland,Total all industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,6158.21
3480,Southland,Total all industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,6172.9
3481,Southland,Total all industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,5983.79
3482,Southland,Total all industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,6004.97
3483,Southland,Total all industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,5940.43
3484,Southland,Total all industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,5907.17
