ID,Region,Industry Sector,Industry Category,Gas,Units,Magnitude,Amount
492,Bay of Plenty,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,1473.64
493,Bay of Plenty,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,1319.51
494,Bay of Plenty,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,302.57
495,Bay of Plenty,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,82.48
496,Bay of Plenty,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,3406.55
497,Bay of Plenty,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,1556.02
498,Bay of Plenty,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,1444.8
499,Bay of Plenty,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,315.42
500,Bay of Plenty,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,90.37
501,Bay of Plenty,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,3357.86
502,Bay of Plenty,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,1579.41
503,Bay of Plenty,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,1371.59
504,Bay of Plenty,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,304.02
505,Bay of Plenty,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,102.89
506,Bay of Plenty,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,3414.24
507,Bay of Plenty,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,1636.54
508,Bay of Plenty,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,1372.08
509,Bay of Plenty,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,298.35
510,Bay of Plenty,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,107.34
511,Bay of Plenty,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,3307.58
512,Bay of Plenty,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,1623.86
513,Bay of Plenty,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,1283.45
514,Bay of Plenty,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,281.08
515,Bay of Plenty,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,119.27
516,Bay of Plenty,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,3454.54
517,Bay of Plenty,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,1694.75
518,Bay of Plenty,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,1352.31
519,Bay of Plenty,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,296.02
520,Bay of Plenty,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,111.52
521,Bay of Plenty,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,74.17
522,Bay of Plenty,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,77.88
523,Bay of Plenty,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,78.54
524,Bay of Plenty,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,86.58
525,Bay of Plenty,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,83.94
526,Bay of Plenty,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,74.13
527,Bay of Plenty,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,67.91
528,Bay of Plenty,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,69.61
529,Bay of Plenty,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,74.76
530,Bay of Plenty,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,84.52
531,Bay of Plenty,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,84.96
532,Bay of Plenty,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,84.95
533,Bay of Plenty,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,87.64
534,Bay of Plenty,Service industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,390.28
535,Bay of Plenty,Service industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,407.18
536,Bay of Plenty,Service industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,399.32
537,Bay of Plenty,Service industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,411.33
538,Bay of Plenty,Service industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,408.02
539,Bay of Plenty,Service industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,405.84
540,Bay of Plenty,Service industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,415.2
541,Bay of Plenty,Service industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,404.78
542,Bay of Plenty,Service industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,434.73
543,Bay of Plenty,Service industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,415.15
544,Bay of Plenty,Service industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,432.45
545,Bay of Plenty,Service industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,453.78
546,Bay of Plenty,Service industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,465.93
547,Bay of Plenty,Primary industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,1520.7
548,Bay of Plenty,Primary industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,1490.16
549,Bay of Plenty,Primary industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,1459.67
550,Bay of Plenty,Primary industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,1477.43
551,Bay of Plenty,Primary industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,1584.53
552,Bay of Plenty,Primary industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,1523.32
553,Bay of Plenty,Primary industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,1552.48
554,Bay of Plenty,Primary industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,1595.7
555,Bay of Plenty,Primary industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,1708.72
556,Bay of Plenty,Primary industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,1624.28
557,Bay of Plenty,Primary industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,1630.02
558,Bay of Plenty,Primary industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,1573.67
559,Bay of Plenty,Primary industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,1657.65
560,Bay of Plenty,Mining,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,10.88
561,Bay of Plenty,Mining,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,10.17
562,Bay of Plenty,Mining,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,15.36
563,Bay of Plenty,Mining,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,8.84
564,Bay of Plenty,Mining,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,9.96
565,Bay of Plenty,Mining,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,8.82
566,Bay of Plenty,Mining,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,14.31
567,Bay of Plenty,Mining,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,9.93
568,Bay of Plenty,Mining,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,5.64
569,Bay of Plenty,Mining,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,8.48
570,Bay of Plenty,Mining,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,10.5
571,Bay of Plenty,Mining,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,9.32
572,Bay of Plenty,Mining,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,9.8
573,Bay of Plenty,Manufacturing,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,249.71
574,Bay of Plenty,Manufacturing,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,268.68
575,Bay of Plenty,Manufacturing,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,249.75
576,Bay of Plenty,Manufacturing,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,240.97
577,Bay of Plenty,Manufacturing,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,211.25
578,Bay of Plenty,Manufacturing,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,249.8
579,Bay of Plenty,Manufacturing,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,265.15
580,Bay of Plenty,Manufacturing,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,271.98
581,Bay of Plenty,Manufacturing,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,290.04
582,Bay of Plenty,Manufacturing,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,311.65
583,Bay of Plenty,Manufacturing,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,284.13
584,Bay of Plenty,Manufacturing,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,241.5
585,Bay of Plenty,Manufacturing,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,268.32
586,Bay of Plenty,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,513.04
587,Bay of Plenty,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,498.83
588,Bay of Plenty,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,495.49
589,Bay of Plenty,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,501.02
590,Bay of Plenty,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,500.88
591,Bay of Plenty,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,501.76
592,Bay of Plenty,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,502.64
593,Bay of Plenty,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,505.36
594,Bay of Plenty,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,542.09
595,Bay of Plenty,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,570.46
596,Bay of Plenty,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,610.9
597,Bay of Plenty,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,615.09
598,Bay of Plenty,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,625.52
599,Bay of Plenty,"Government and defence, education and health care",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,76.17
600,Bay of Plenty,"Government and defence, education and health care",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,77.93
601,Bay of Plenty,"Government and defence, education and health care",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,78.31
602,Bay of Plenty,"Government and defence, education and health care",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,78.08
603,Bay of Plenty,"Government and defence, education and health care",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,71.78
604,Bay of Plenty,"Government and defence, education and health care",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,78.22
605,Bay of Plenty,"Government and defence, education and health care",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,76.19
606,Bay of Plenty,"Government and defence, education and health care",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,79.58
607,Bay of Plenty,"Government and defence, education and health care",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,79.83
608,Bay of Plenty,"Government and defence, education and health care",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,76.47
609,Bay of Plenty,"Government and defence, education and health care",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,77.32
610,Bay of Plenty,"Government and defence, education and health care",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,81.59
611,Bay of Plenty,"Government and defence, education and health care",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,82.56
612,Bay of Plenty,Goods-producing industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,599.65
613,Bay of Plenty,Goods-producing industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,640.39
614,Bay of Plenty,Goods-producing industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,676.69
615,Bay of Plenty,Goods-producing industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,682.59
616,Bay of Plenty,Goods-producing industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,627.74
617,Bay of Plenty,Goods-producing industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,641.56
618,Bay of Plenty,Goods-producing industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,651.3
619,Bay of Plenty,Goods-producing industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,672.31
620,Bay of Plenty,Goods-producing industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,721.02
621,Bay of Plenty,Goods-producing industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,747.97
622,Bay of Plenty,Goods-producing industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,740.87
623,Bay of Plenty,Goods-producing industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,665.04
624,Bay of Plenty,Goods-producing industries,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,705.44
625,Bay of Plenty,"Forestry and logging, fishing, and agricultural support services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,117.58
626,Bay of Plenty,"Forestry and logging, fishing, and agricultural support services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,105.36
627,Bay of Plenty,"Forestry and logging, fishing, and agricultural support services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,113.99
628,Bay of Plenty,"Forestry and logging, fishing, and agricultural support services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,133.69
629,Bay of Plenty,"Forestry and logging, fishing, and agricultural support services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,139.08
630,Bay of Plenty,"Forestry and logging, fishing, and agricultural support services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,124.41
631,Bay of Plenty,"Forestry and logging, fishing, and agricultural support services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,143.28
632,Bay of Plenty,"Forestry and logging, fishing, and agricultural support services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,134.26
633,Bay of Plenty,"Forestry and logging, fishing, and agricultural support services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,134.34
634,Bay of Plenty,"Forestry and logging, fishing, and agricultural support services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,122.46
635,Bay of Plenty,"Forestry and logging, fishing, and agricultural support services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,137.01
636,Bay of Plenty,"Forestry and logging, fishing, and agricultural support services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,146
637,Bay of Plenty,"Forestry and logging, fishing, and agricultural support services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,144.33
638,Bay of Plenty,"Electricity, gas, water, and waste services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,308.44
639,Bay of Plenty,"Electricity, gas, water, and waste services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,325.72
640,Bay of Plenty,"Electricity, gas, water, and waste services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,382.21
641,Bay of Plenty,"Electricity, gas, water, and waste services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,398.51
642,Bay of Plenty,"Electricity, gas, water, and waste services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,375.62
643,Bay of Plenty,"Electricity, gas, water, and waste services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,353.83
644,Bay of Plenty,"Electricity, gas, water, and waste services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,348.35
645,Bay of Plenty,"Electricity, gas, water, and waste services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,359.5
646,Bay of Plenty,"Electricity, gas, water, and waste services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,385.7
647,Bay of Plenty,"Electricity, gas, water, and waste services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,380.06
648,Bay of Plenty,"Electricity, gas, water, and waste services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,383.85
649,Bay of Plenty,"Electricity, gas, water, and waste services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,346.25
650,Bay of Plenty,"Electricity, gas, water, and waste services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,358.71
651,Bay of Plenty,Construction,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,41.5
652,Bay of Plenty,Construction,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,45.99
653,Bay of Plenty,Construction,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,44.73
654,Bay of Plenty,Construction,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,43.11
655,Bay of Plenty,Construction,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,40.87
656,Bay of Plenty,Construction,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,37.92
657,Bay of Plenty,Construction,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,37.8
658,Bay of Plenty,Construction,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,40.83
659,Bay of Plenty,Construction,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,45.28
660,Bay of Plenty,Construction,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,56.25
661,Bay of Plenty,Construction,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,72.89
662,Bay of Plenty,Construction,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,77.29
663,Bay of Plenty,Construction,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,78.41
664,Bay of Plenty,Agriculture,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,1392.24
665,Bay of Plenty,Agriculture,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,1374.63
666,Bay of Plenty,Agriculture,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,1330.32
667,Bay of Plenty,Agriculture,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,1334.9
668,Bay of Plenty,Agriculture,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,1435.5
669,Bay of Plenty,Agriculture,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,1390.09
670,Bay of Plenty,Agriculture,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,1394.9
671,Bay of Plenty,Agriculture,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,1451.51
672,Bay of Plenty,Agriculture,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,1568.74
673,Bay of Plenty,Agriculture,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,1493.33
674,Bay of Plenty,Agriculture,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,1482.51
675,Bay of Plenty,Agriculture,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,1418.35
676,Bay of Plenty,Agriculture,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,1503.51
677,Bay of Plenty,"Electricity, gas, water, and waste services","Water, sewerage, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,284.33
678,Bay of Plenty,"Electricity, gas, water, and waste services","Water, sewerage, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,277.63
679,Bay of Plenty,"Electricity, gas, water, and waste services","Water, sewerage, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,300.34
680,Bay of Plenty,"Electricity, gas, water, and waste services","Water, sewerage, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,326.34
681,Bay of Plenty,"Electricity, gas, water, and waste services","Water, sewerage, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,298.85
682,Bay of Plenty,"Electricity, gas, water, and waste services","Water, sewerage, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,278.43
683,Bay of Plenty,"Electricity, gas, water, and waste services","Water, sewerage, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,273.56
684,Bay of Plenty,"Electricity, gas, water, and waste services","Water, sewerage, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,274.48
685,Bay of Plenty,"Electricity, gas, water, and waste services","Water, sewerage, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,304.38
686,Bay of Plenty,"Electricity, gas, water, and waste services","Water, sewerage, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,305.9
687,Bay of Plenty,"Electricity, gas, water, and waste services","Water, sewerage, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,303.84
688,Bay of Plenty,"Electricity, gas, water, and waste services","Water, sewerage, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,276.25
689,Bay of Plenty,"Electricity, gas, water, and waste services","Water, sewerage, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,284.38
690,Bay of Plenty,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,458.19
691,Bay of Plenty,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,447.03
692,Bay of Plenty,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,440.97
693,Bay of Plenty,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,451.29
694,Bay of Plenty,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,451.21
695,Bay of Plenty,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,449.86
696,Bay of Plenty,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,450.68
697,Bay of Plenty,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,452.94
698,Bay of Plenty,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,487.27
699,Bay of Plenty,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,515.85
700,Bay of Plenty,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,553.67
701,Bay of Plenty,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,557.7
702,Bay of Plenty,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,567.46
703,Canterbury,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,73.06
704,Canterbury,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,65.11
705,Canterbury,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,68.79
706,Canterbury,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,59.42
707,Canterbury,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,56.75
708,Canterbury,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,58.26
709,Canterbury,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,57.53
710,Canterbury,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,56.52
711,Canterbury,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,59.19
712,Canterbury,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,58.45
713,Canterbury,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,61.69
714,Canterbury,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,61.58
715,Canterbury,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,62.84
716,Canterbury,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,29.92
717,Canterbury,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,31.47
718,Canterbury,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,31.2
719,Canterbury,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,30.56
720,Canterbury,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,32.18
721,Canterbury,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,32.84
722,Canterbury,Households,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,33.38
