ID,Region,Pollution Cause,Gas,Units,Magnitude,Year,Amount
1,Auckland,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,178.68
2,Auckland,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,159.64
3,Auckland,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,176.55
4,Auckland,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,154.93
5,Auckland,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,153.73
6,Auckland,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,164.99
7,Auckland,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,167.28
8,Auckland,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,165.66
9,Auckland,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,172.43
10,Auckland,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,166.58
11,Auckland,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,174.64
12,Auckland,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,171.84
13,Auckland,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,175.25
14,Auckland,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,57.23
15,Auckland,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,60.66
16,Auckland,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,59.49
17,Auckland,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,57.59
18,Auckland,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,61.87
19,Auckland,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,63.81
20,Auckland,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,64.94
21,Auckland,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,67.27
22,Auckland,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,70.87
23,Auckland,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,73.31
24,Auckland,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,74.96
25,Auckland,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,75.3
26,Auckland,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,72.8
27,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,308.66
28,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,341.2
29,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,328.49
30,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,313.4
31,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,330.36
32,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,280.08
33,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,291.73
34,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,277.26
35,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,286.77
36,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,311.18
37,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,341.54
38,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,367.57
39,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,351.11
40,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,1875.61
41,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,1575.22
42,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,1064.9
43,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,1247.23
44,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,1085.48
45,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,949.48
46,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,1141.46
47,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,904.43
48,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,901.49
49,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,260.84
50,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,256.17
51,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,244.61
52,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,278.04
53,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,416.28
54,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,420.69
55,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,382.82
56,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,380.94
57,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,397.64
58,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,389.02
59,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,402.96
60,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,401.07
61,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,463.42
62,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,438.83
63,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,454.54
64,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,481.76
65,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,484.11
66,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,329.1
67,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,329.22
68,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,321.43
69,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,339.43
70,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,338.07
71,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,333.44
72,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,351.1
73,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,361.57
74,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,368.65
75,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,388.83
76,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,425.16
77,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,435.83
78,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,436.23
79,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,724.94
80,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,761.89
81,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,711.31
82,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,694.34
83,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,728
84,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,669.1
85,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,694.69
86,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,678.33
87,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,750.19
88,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,750.01
89,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,796.08
90,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,849.34
91,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,835.22
92,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,8866.21
93,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,8535.42
94,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,7680.06
95,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,8041.56
96,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,7820.79
97,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,7635.12
98,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,7974.85
99,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,7875.24
100,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,8159.75
101,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,7696.69
102,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,7851.7
103,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,7692.93
104,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,7890.67
105,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,11714.9
106,Auckland,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2007,9735.58
107,Auckland,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2007,1476.36
108,Auckland,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2007,264.43
109,Auckland,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2007,238.41
110,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,11302.7
111,Auckland,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2008,9359.98
112,Auckland,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2008,1409.34
113,Auckland,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2008,263.96
114,Auckland,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2008,269.28
115,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,10430.93
116,Auckland,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2009,8672.52
117,Auckland,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2009,1245.52
118,Auckland,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2009,244.42
119,Auckland,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2009,268.33
120,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,10831.68
121,Auckland,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2010,9098.51
122,Auckland,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2010,1203.3
123,Auckland,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2010,245.5
124,Auckland,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2010,284.24
125,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,10611.1
126,Auckland,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2011,8773.35
127,Auckland,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2011,1256.64
128,Auckland,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2011,258.63
129,Auckland,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2011,322.34
130,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,10425.39
131,Auckland,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2012,8637.6
132,Auckland,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2012,1194.59
133,Auckland,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2012,247.19
134,Auckland,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2012,345.89
135,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,10781.57
136,Auckland,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2013,9002.23
137,Auckland,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2013,1170.08
138,Auckland,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2013,242.16
139,Auckland,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2013,366.96
140,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,10735.97
141,Auckland,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2014,8988.87
142,Auckland,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2014,1139.15
143,Auckland,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2014,236.05
144,Auckland,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2014,371.72
145,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,11172.28
146,Auckland,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2015,9292.5
147,Auckland,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2015,1204.8
148,Auckland,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2015,251.65
149,Auckland,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2015,423.16
150,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,10823.53
151,Auckland,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2016,8760.67
152,Auckland,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2016,1304.93
153,Auckland,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2016,287.6
154,Auckland,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2016,470.22
155,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,11165.62
156,Auckland,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2017,9165.78
157,Auckland,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2017,1230.74
158,Auckland,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2017,260.81
159,Auckland,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2017,508.18
160,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,11047.06
161,Auckland,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2018,9067.96
162,Auckland,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2018,1147.22
163,Auckland,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2018,256.31
164,Auckland,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2018,575.45
165,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,11201.47
166,Auckland,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2019,9200.27
167,Auckland,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2019,1183.79
168,Auckland,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2019,273.84
169,Auckland,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2019,543.46
170,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,380.46
171,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,391.4
172,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,384.24
173,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,392.37
174,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,375.78
175,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,364.11
176,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,366.13
177,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,373.53
178,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,382.66
179,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,395.16
180,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,398.07
181,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,383.09
182,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,393.1
183,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,1813.93
184,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,1885.21
185,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,1858.54
186,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,1896.98
187,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,1878.92
188,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,1806.33
189,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,1823.28
190,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,1836
191,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,1922.3
192,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,1939.48
193,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,2028.52
194,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,2094.07
195,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,2097.23
196,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,1005.55
197,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,979.47
198,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,856.47
199,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,907.06
200,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,971.78
201,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,991.44
202,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,974.41
203,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,878.48
204,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,977.98
205,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,1093.63
206,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,1051.33
207,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,946.76
208,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,1016.69
209,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,38.68
210,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,36.03
211,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,44.29
212,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,45.15
213,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,39.66
214,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,42.82
215,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,47.74
216,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,42.63
217,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,57.01
218,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,62.29
219,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,58.93
220,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,43.37
221,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,49.57
222,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,3114.06
223,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,3025.12
224,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,2912.91
225,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,3049.4
226,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,2920.8
227,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,2957.73
228,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,3104.12
229,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,3289.78
230,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,3334.19
231,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,3319.21
232,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,3334.47
233,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,3150.39
234,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,3243.9
235,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,2848.69
236,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,2767.29
237,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,2750.87
238,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,2790.12
239,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,2790.31
240,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,2790.27
241,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,2806.72
242,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,2860.73
243,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,3012.53
244,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,3126.85
245,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,3313.92
246,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,3354.13
247,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,3310.8
248,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,379.42
249,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,402.7
250,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,441.56
251,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,470.84
252,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,437.07
253,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,439.67
254,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,411.36
255,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,422.57
256,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,420.79
257,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,405.48
258,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,409.2
259,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,425.82
260,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,432.67
261,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,6046.74
262,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,5670.73
263,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,4965.05
264,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,5237.53
265,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,4970.08
266,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,4837.36
267,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,5177.17
268,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,5160.76
269,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,5259.47
270,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,4663.58
271,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,4771.85
272,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,4652.1
273,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,4776.75
274,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,46.04
275,Auckland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,46.03
