ID,Region,Pollution Cause,Gas,Units,Magnitude,Year,Amount
1726,Hawke's Bay,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,2346.08
1727,Hawke's Bay,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,2268.14
1728,Hawke's Bay,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,2306.56
1729,Hawke's Bay,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,2352.51
1730,Hawke's Bay,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,171.6
1731,Hawke's Bay,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,120.93
1732,Hawke's Bay,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,120.37
1733,Hawke's Bay,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,115.46
1734,Hawke's Bay,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,107.71
1735,Hawke's Bay,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,127.94
1736,Hawke's Bay,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,136.42
1737,Hawke's Bay,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,132.92
1738,Hawke's Bay,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,129.96
1739,Hawke's Bay,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,121.09
1740,Hawke's Bay,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,125.91
1741,Hawke's Bay,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,129.43
1742,Hawke's Bay,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,130.71
1743,Hawke's Bay,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,268.24
1744,Hawke's Bay,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,261.6
1745,Hawke's Bay,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,257.98
1746,Hawke's Bay,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,263.97
1747,Hawke's Bay,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,264.53
1748,Hawke's Bay,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,262.73
1749,Hawke's Bay,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,242.22
1750,Hawke's Bay,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,252
1751,Hawke's Bay,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,269.51
1752,Hawke's Bay,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,262.94
1753,Hawke's Bay,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,295.36
1754,Hawke's Bay,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,295.7
1755,Hawke's Bay,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,284.07
1756,Manawatu-Whanganui,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,58.55
1757,Manawatu-Whanganui,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,54.66
1758,Manawatu-Whanganui,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,62.09
1759,Manawatu-Whanganui,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,55.78
1760,Manawatu-Whanganui,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,53.83
1761,Manawatu-Whanganui,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,58.35
1762,Manawatu-Whanganui,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,57.8
1763,Manawatu-Whanganui,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,60.03
1764,Manawatu-Whanganui,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,62.85
1765,Manawatu-Whanganui,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,60.31
1766,Manawatu-Whanganui,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,63.97
1767,Manawatu-Whanganui,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,64.01
1768,Manawatu-Whanganui,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,64.81
1769,Manawatu-Whanganui,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,13.92
1770,Manawatu-Whanganui,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,14.47
1771,Manawatu-Whanganui,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,14.23
1772,Manawatu-Whanganui,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,13.88
1773,Manawatu-Whanganui,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,14.55
1774,Manawatu-Whanganui,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,14.74
1775,Manawatu-Whanganui,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,14.77
1776,Manawatu-Whanganui,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,15.25
1777,Manawatu-Whanganui,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,15.78
1778,Manawatu-Whanganui,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,15.85
1779,Manawatu-Whanganui,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,16.27
1780,Manawatu-Whanganui,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,16.33
1781,Manawatu-Whanganui,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,16.08
1782,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,43.31
1783,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,44.95
1784,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,41.63
1785,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,38.49
1786,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,41.76
1787,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,33.52
1788,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,36.46
1789,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,35.39
1790,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,35.98
1791,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,36.94
1792,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,39.37
1793,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,41.07
1794,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,39.22
1795,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,6.79
1796,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,5.81
1797,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,5
1798,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,4.86
1799,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,4.98
1800,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,5.86
1801,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,6.6
1802,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,7.14
1803,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,7.61
1804,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,8.08
1805,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,8.27
1806,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,8.51
1807,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,8.88
1808,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,53.81
1809,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,58.06
1810,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,55.15
1811,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,58.84
1812,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,60.11
1813,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,61.84
1814,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,60.85
1815,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,59.41
1816,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,67.07
1817,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,66.42
1818,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,69.53
1819,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,74.18
1820,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,70.71
1821,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,40.33
1822,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,39.62
1823,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,38.47
1824,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,40.16
1825,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,39.98
1826,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,37.63
1827,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,36.27
1828,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,34.9
1829,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,33.75
1830,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,35.89
1831,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,38.68
1832,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,40.88
1833,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,40.37
1834,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,97.12
1835,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,103.01
1836,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,96.78
1837,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,97.33
1838,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,101.87
1839,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,95.36
1840,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,97.32
1841,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,94.8
1842,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,103.05
1843,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,103.37
1844,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,108.89
1845,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,115.25
1846,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,109.93
1847,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,5596.73
1848,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,5266.82
1849,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,5246.79
1850,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,5428.97
1851,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,5402.56
1852,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,5418.56
1853,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,5308.6
1854,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,5463.14
1855,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,5483.83
1856,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,5502.11
1857,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,5413.44
1858,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,5537.02
1859,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,5509.81
1860,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,6112.77
1861,Manawatu-Whanganui,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2007,1174.85
1862,Manawatu-Whanganui,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2007,4171.02
1863,Manawatu-Whanganui,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2007,721.1
1864,Manawatu-Whanganui,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2007,45.83
1865,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,5768.39
1866,Manawatu-Whanganui,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2008,1176.7
1867,Manawatu-Whanganui,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2008,3851.39
1868,Manawatu-Whanganui,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2008,689.6
1869,Manawatu-Whanganui,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2008,50.73
1870,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,5749.42
1871,Manawatu-Whanganui,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2009,1163.21
1872,Manawatu-Whanganui,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2009,3848.05
1873,Manawatu-Whanganui,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2009,683.41
1874,Manawatu-Whanganui,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2009,54.81
1875,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,5934.65
1876,Manawatu-Whanganui,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2010,1160.14
1877,Manawatu-Whanganui,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2010,4010.13
1878,Manawatu-Whanganui,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2010,707.18
1879,Manawatu-Whanganui,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2010,57.24
1880,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,5907.24
1881,Manawatu-Whanganui,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2011,1148.71
1882,Manawatu-Whanganui,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2011,3981.92
1883,Manawatu-Whanganui,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2011,713.9
1884,Manawatu-Whanganui,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2011,62.75
1885,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,5924.77
1886,Manawatu-Whanganui,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2012,1176.4
1887,Manawatu-Whanganui,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2012,3968.14
1888,Manawatu-Whanganui,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2012,713.22
1889,Manawatu-Whanganui,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2012,67.03
1890,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,5806.29
1891,Manawatu-Whanganui,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2013,1176.59
1892,Manawatu-Whanganui,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2013,3865.47
1893,Manawatu-Whanganui,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2013,694.97
1894,Manawatu-Whanganui,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2013,69.28
1895,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,5979.18
1896,Manawatu-Whanganui,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2014,1250.76
1897,Manawatu-Whanganui,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2014,3941.48
1898,Manawatu-Whanganui,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2014,715.5
1899,Manawatu-Whanganui,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2014,71.45
1900,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,6017.37
1901,Manawatu-Whanganui,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2015,1272.57
1902,Manawatu-Whanganui,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2015,3948.07
1903,Manawatu-Whanganui,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2015,718.27
1904,Manawatu-Whanganui,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2015,78.48
1905,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,6021.76
1906,Manawatu-Whanganui,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2016,1254.18
1907,Manawatu-Whanganui,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2016,3934.18
1908,Manawatu-Whanganui,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2016,747.91
1909,Manawatu-Whanganui,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2016,85.52
1910,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,5977
1911,Manawatu-Whanganui,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2017,1329.73
1912,Manawatu-Whanganui,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2017,3847.16
1913,Manawatu-Whanganui,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2017,711.45
1914,Manawatu-Whanganui,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2017,88.67
1915,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,6103.9
1916,Manawatu-Whanganui,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2018,1344
1917,Manawatu-Whanganui,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2018,3924.2
1918,Manawatu-Whanganui,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2018,742.28
1919,Manawatu-Whanganui,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2018,93.44
1920,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,6075.41
1921,Manawatu-Whanganui,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2019,1389.82
1922,Manawatu-Whanganui,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2019,3858.98
1923,Manawatu-Whanganui,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2019,738.12
1924,Manawatu-Whanganui,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2019,88.51
1925,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,32.64
1926,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,33.86
1927,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,31.9
1928,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,33.86
1929,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,32.27
1930,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,30.27
1931,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,30.14
1932,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,29.15
1933,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,29.11
1934,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,28.96
1935,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,29.5
1936,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,28.89
1937,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,30.03
1938,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,244.86
1939,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,255.32
1940,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,241.79
1941,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,245.54
1942,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,243.63
1943,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,236.38
1944,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,231.91
1945,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,231.01
1946,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,238.29
1947,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,237.51
1948,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,254.79
1949,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,257.71
1950,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,254.69
1951,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,4988.45
1952,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,4633.86
1953,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,4622.41
1954,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,4760.74
1955,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,4764.06
1956,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,4751.45
1957,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,4627.58
1958,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,4721.38
1959,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,4729.77
1960,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,4742.68
1961,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,4596.75
1962,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,4729.23
1963,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,4650.2
1964,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,10.93
1965,Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,11.34
